Neighbor strategy,Num neighbors,Best Y,Num. iterations,Step,Time
create_all_neighbors,2,85811.09748122723,10000,10,5.020620107650757
create_all_neighbors,4,85811.09748122723,10000,10,5.037161350250244
create_all_neighbors,8,85811.09748122723,10000,10,5.008569955825806
create_all_neighbors,16,85811.09748122723,10000,10,5.002964019775391
create_all_neighbors,32,85811.09748122723,10000,10,5.030160903930664
create_all_neighbors,64,85811.09748122723,10000,10,5.035973072052002
create_all_neighbors,2,85947.4898847668,10000,20,3.0300052165985107
create_all_neighbors,4,85947.4898847668,10000,20,3.039794921875
create_all_neighbors,8,85947.4898847668,10000,20,3.0662291049957275
create_all_neighbors,16,85947.4898847668,10000,20,3.0333709716796875
create_all_neighbors,32,85947.4898847668,10000,20,3.0749399662017822
create_all_neighbors,64,85947.4898847668,10000,20,3.0446760654449463
create_all_neighbors,2,85078.03533931225,10000,40,0.6342790126800537
create_all_neighbors,4,85078.03533931225,10000,40,0.6317498683929443
create_all_neighbors,8,85078.03533931225,10000,40,0.6350419521331787
create_all_neighbors,16,85078.03533931225,10000,40,0.6352739334106445
create_all_neighbors,32,85078.03533931225,10000,40,0.6318709850311279
create_all_neighbors,64,85078.03533931225,10000,40,0.6569168567657471
create_all_neighbors,2,84840.21715749407,10000,60,0.42212581634521484
create_all_neighbors,4,84840.21715749407,10000,60,0.42341184616088867
create_all_neighbors,8,84840.21715749407,10000,60,0.42073607444763184
create_all_neighbors,16,84840.21715749407,10000,60,0.42217588424682617
create_all_neighbors,32,84840.21715749407,10000,60,0.42206478118896484
create_all_neighbors,64,84840.21715749407,10000,60,0.4196491241455078
create_all_neighbors,2,85011.89461024404,10000,80,0.37254929542541504
create_all_neighbors,4,85011.89461024404,10000,80,0.3709568977355957
create_all_neighbors,8,85011.89461024404,10000,80,0.3701958656311035
create_all_neighbors,16,85011.89461024404,10000,80,0.37386226654052734
create_all_neighbors,32,85011.89461024404,10000,80,0.3711719512939453
create_all_neighbors,64,85011.89461024404,10000,80,0.3705158233642578
create_all_neighbors,2,85249.71279206224,10000,100,0.3204810619354248
create_all_neighbors,4,85249.71279206224,10000,100,0.32055091857910156
create_all_neighbors,8,85249.71279206224,10000,100,0.3275918960571289
create_all_neighbors,16,85249.71279206224,10000,100,0.3282170295715332
create_all_neighbors,32,85249.71279206224,10000,100,0.32138991355895996
create_all_neighbors,64,85249.71279206224,10000,100,0.32152295112609863
create_all_neighbors,2,85811.09748122723,100000,10,4.992292881011963
create_all_neighbors,4,85811.09748122723,100000,10,4.9735400676727295
create_all_neighbors,8,85811.09748122723,100000,10,4.98886775970459
create_all_neighbors,16,85811.09748122723,100000,10,4.987671852111816
create_all_neighbors,32,85811.09748122723,100000,10,4.985267877578735
create_all_neighbors,64,85811.09748122723,100000,10,5.01191520690918
create_all_neighbors,2,85947.4898847668,100000,20,3.057921886444092
create_all_neighbors,4,85947.4898847668,100000,20,3.021196126937866
create_all_neighbors,8,85947.4898847668,100000,20,3.02937912940979
create_all_neighbors,16,85947.4898847668,100000,20,3.025256872177124
create_all_neighbors,32,85947.4898847668,100000,20,3.064039945602417
create_all_neighbors,64,85947.4898847668,100000,20,3.0290188789367676
create_all_neighbors,2,85078.03533931225,100000,40,0.6330678462982178
create_all_neighbors,4,85078.03533931225,100000,40,0.6353058815002441
create_all_neighbors,8,85078.03533931225,100000,40,0.6339080333709717
create_all_neighbors,16,85078.03533931225,100000,40,0.6357829570770264
create_all_neighbors,32,85078.03533931225,100000,40,0.6347301006317139
create_all_neighbors,64,85078.03533931225,100000,40,0.6339430809020996
create_all_neighbors,2,84840.21715749407,100000,60,0.42113685607910156
create_all_neighbors,4,84840.21715749407,100000,60,0.42055821418762207
create_all_neighbors,8,84840.21715749407,100000,60,0.42286205291748047
create_all_neighbors,16,84840.21715749407,100000,60,0.4252591133117676
create_all_neighbors,32,84840.21715749407,100000,60,0.4225611686706543
create_all_neighbors,64,84840.21715749407,100000,60,0.42154598236083984
create_all_neighbors,2,85011.89461024404,100000,80,0.37369394302368164
create_all_neighbors,4,85011.89461024404,100000,80,0.405775785446167
create_all_neighbors,8,85011.89461024404,100000,80,0.3767220973968506
create_all_neighbors,16,85011.89461024404,100000,80,0.37392568588256836
create_all_neighbors,32,85011.89461024404,100000,80,0.372208833694458
create_all_neighbors,64,85011.89461024404,100000,80,0.37747812271118164
create_all_neighbors,2,85249.71279206224,100000,100,0.3209691047668457
create_all_neighbors,4,85249.71279206224,100000,100,0.32257699966430664
create_all_neighbors,8,85249.71279206224,100000,100,0.3213057518005371
create_all_neighbors,16,85249.71279206224,100000,100,0.31783127784729004
create_all_neighbors,32,85249.71279206224,100000,100,0.3227400779724121
create_all_neighbors,64,85249.71279206224,100000,100,0.32124876976013184
create_all_neighbors,2,85811.09748122723,1000000,10,4.992364883422852
create_all_neighbors,4,85811.09748122723,1000000,10,4.988422870635986
create_all_neighbors,8,85811.09748122723,1000000,10,5.018066167831421
create_all_neighbors,16,85811.09748122723,1000000,10,5.015656232833862
create_all_neighbors,32,85811.09748122723,1000000,10,4.988059043884277
create_all_neighbors,64,85811.09748122723,1000000,10,5.023540019989014
create_all_neighbors,2,85947.4898847668,1000000,20,3.028010845184326
create_all_neighbors,4,85947.4898847668,1000000,20,3.0627589225769043
create_all_neighbors,8,85947.4898847668,1000000,20,3.0332789421081543
create_all_neighbors,16,85947.4898847668,1000000,20,3.032222032546997
create_all_neighbors,32,85947.4898847668,1000000,20,3.0289530754089355
create_all_neighbors,64,85947.4898847668,1000000,20,3.0786900520324707
create_all_neighbors,2,85078.03533931225,1000000,40,0.6351888179779053
create_all_neighbors,4,85078.03533931225,1000000,40,0.6353888511657715
create_all_neighbors,8,85078.03533931225,1000000,40,0.637321949005127
create_all_neighbors,16,85078.03533931225,1000000,40,0.6340091228485107
create_all_neighbors,32,85078.03533931225,1000000,40,0.6351819038391113
create_all_neighbors,64,85078.03533931225,1000000,40,0.6345210075378418
create_all_neighbors,2,84840.21715749407,1000000,60,0.42464399337768555
create_all_neighbors,4,84840.21715749407,1000000,60,0.42718982696533203
create_all_neighbors,8,84840.21715749407,1000000,60,0.42264699935913086
create_all_neighbors,16,84840.21715749407,1000000,60,0.42306995391845703
create_all_neighbors,32,84840.21715749407,1000000,60,0.4475371837615967
create_all_neighbors,64,84840.21715749407,1000000,60,0.46895909309387207
create_all_neighbors,2,85011.89461024404,1000000,80,0.3750948905944824
create_all_neighbors,4,85011.89461024404,1000000,80,0.37347412109375
create_all_neighbors,8,85011.89461024404,1000000,80,0.37334418296813965
create_all_neighbors,16,85011.89461024404,1000000,80,0.3737969398498535
create_all_neighbors,32,85011.89461024404,1000000,80,0.3738720417022705
create_all_neighbors,64,85011.89461024404,1000000,80,0.3739509582519531
create_all_neighbors,2,85249.71279206224,1000000,100,0.32114076614379883
create_all_neighbors,4,85249.71279206224,1000000,100,0.3204317092895508
create_all_neighbors,8,85249.71279206224,1000000,100,0.3207821846008301
create_all_neighbors,16,85249.71279206224,1000000,100,0.32249999046325684
create_all_neighbors,32,85249.71279206224,1000000,100,0.32041192054748535
create_all_neighbors,64,85249.71279206224,1000000,100,0.3202948570251465
create_all_neighbors,2,85811.09748122723,10000000,10,5.0321080684661865
create_all_neighbors,4,85811.09748122723,10000000,10,5.0261499881744385
create_all_neighbors,8,85811.09748122723,10000000,10,5.004812002182007
create_all_neighbors,16,85811.09748122723,10000000,10,5.0109617710113525
create_all_neighbors,32,85811.09748122723,10000000,10,5.029165029525757
create_all_neighbors,64,85811.09748122723,10000000,10,4.990964889526367
create_all_neighbors,2,85947.4898847668,10000000,20,3.0170860290527344
create_all_neighbors,4,85947.4898847668,10000000,20,3.022714853286743
create_all_neighbors,8,85947.4898847668,10000000,20,3.060184955596924
create_all_neighbors,16,85947.4898847668,10000000,20,3.0484018325805664
create_all_neighbors,32,85947.4898847668,10000000,20,3.0380570888519287
create_all_neighbors,64,85947.4898847668,10000000,20,3.067241907119751
create_all_neighbors,2,85078.03533931225,10000000,40,0.6328608989715576
create_all_neighbors,4,85078.03533931225,10000000,40,0.638864278793335
create_all_neighbors,8,85078.03533931225,10000000,40,0.6351649761199951
create_all_neighbors,16,85078.03533931225,10000000,40,0.6341068744659424
create_all_neighbors,32,85078.03533931225,10000000,40,0.6342220306396484
create_all_neighbors,64,85078.03533931225,10000000,40,0.633824348449707
create_all_neighbors,2,84840.21715749407,10000000,60,0.42298007011413574
create_all_neighbors,4,84840.21715749407,10000000,60,0.42249083518981934
create_all_neighbors,8,84840.21715749407,10000000,60,0.4207160472869873
create_all_neighbors,16,84840.21715749407,10000000,60,0.42311978340148926
create_all_neighbors,32,84840.21715749407,10000000,60,0.4219539165496826
create_all_neighbors,64,84840.21715749407,10000000,60,0.42325806617736816
create_all_neighbors,2,85011.89461024404,10000000,80,0.3728010654449463
create_all_neighbors,4,85011.89461024404,10000000,80,0.3724479675292969
create_all_neighbors,8,85011.89461024404,10000000,80,0.3767390251159668
create_all_neighbors,16,85011.89461024404,10000000,80,0.37235212326049805
create_all_neighbors,32,85011.89461024404,10000000,80,0.37284398078918457
create_all_neighbors,64,85011.89461024404,10000000,80,0.373096227645874
create_all_neighbors,2,85249.71279206224,10000000,100,0.3208918571472168
create_all_neighbors,4,85249.71279206224,10000000,100,0.32106900215148926
create_all_neighbors,8,85249.71279206224,10000000,100,0.3200657367706299
create_all_neighbors,16,85249.71279206224,10000000,100,0.3196280002593994
create_all_neighbors,32,85249.71279206224,10000000,100,0.3202369213104248
create_all_neighbors,64,85249.71279206224,10000000,100,0.3206980228424072
